PSA_ID,Sub_Category,Title,PSAs Description,Source,Date,Format,Topic,Original_Language,URL,Translation_Swahili,Translation_Luo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Educational Resources ,Digital Content Peer Review Committee,Kenya Institute of Curriculum Development establishes a peer review panel for digital content quality assurance.,Kenya Institute of Curriculum Development (KICD),25/01/2025,Education,Text,English,https://www.kicd.ac.ke/news/99995-digital-content-peer-review-committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Educational Resources ,Deployment of Tablets to Community Learning Centers,Ministry of Education distributes tablets equipped with preloaded curriculum content for youth in community learning centers.,"Ministry of Education, Kenya",10/02/2025,Education,Text,English,https://www.education.go.ke/news/99996-tablets-community-learning-centers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Educational Resources ,Digital Literacy for Parents Toolkit,KICD publishes digital literacy toolkit to help parents support children’s ICT learning at home.,Kenya Institute of Curriculum Development (KICD),20/02/2025,Education,Text,English,https://www.kicd.ac.ke/news/99997-digital-literacy-parents-toolkit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Educational Resources ,Online Platform for Teacher Professional Development,Teachers Service Commission launches online platform offering modular professional development courses for teachers.,Teachers Service Commission,01/03/2025,Education,Text,English,https://www.tsc.go.ke/news/99998-online-teacher-professional-development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Educational Resources ,ICT Support Helpdesk for Schools,Ministry of ICT establishes national helpdesk to provide ICT technical support to public schools nationwide.,"Ministry of ICT, Kenya",15/03/2025,Education,Text,English,https://www.ict.go.ke/news/99999-ict-support-helpdesk-schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Educational Resources ,Digital Career Guidance Chatbot,Ministry of Education launches AI-powered chatbot to provide career advice and guidance to secondary school students.,"Ministry of Education, Kenya",10/04/2025,Education,Text,English,https://www.education.go.ke/news/100001-digital-career-guidance-chatbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Educational Resources ,E-library Mobile Access Expansion,Kenya National Library Service expands mobile e-library access with downloadable books for remote areas.,Kenya National Library Service (KNLS),22/04/2025,Education,Text,English,https://www.knls.ac.ke/news/100002-e-library-mobile-access-expansion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Educational Resources ,Teacher Digital Content Creation Contest,Teachers Service Commission organizes digital content creation contest for innovative teaching materials.,Teachers Service Commission,05/05/2025,Education,Text,English,https://www.tsc.go.ke/news/100003-teacher-digital-content-creation-contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Educational Resources ,ICT Skills Enhancement for TVET Admin Staff,TVETA provides ICT skills training for administrative staff to improve e-governance in TVET institutions.,TVETA,15/05/2025,Education,Text,English,https://www.tveta.go.ke/news/100004-ict-skills-enhancement-tvet-admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Educational Resources ,Online Science Experiment Simulations,Ministry of Education deploys interactive online simulations for science experiments to support practical learning.,"Ministry of Education, Kenya",25/05/2025,Education,Text,English,https://www.education.go.ke/news/100005-online-science-experiment-simulations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Educational Resources ,Digital Textbooks for Special Needs Learners,"KICD releases digital textbooks adapted for learners with special educational needs, including audio and braille format.",Kenya Institute of Curriculum Development (KICD),08/06/2025,Education,Text,English,https://www.kicd.ac.ke/news/100006-digital-textbooks-special-needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Educational Resources ,E-learning Platform for Skills Development,Ministry of ICT partners with private sector to launch e-learning platform targeting technical skills acquisition.,"Ministry of ICT, Kenya",20/06/2025,Education,Text,English,https://www.ict.go.ke/news/100007-elearning-platform-skills-development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Educational Resources ,Expansion of Science Resource Centres,Government allocates funds to expand and equip science resource centres across all counties.,"Ministry of Education, Kenya",30/06/2025,Education,Text,English,https://www.education.go.ke/news/100008-expansion-science-resource-centres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Educational Resources ,Virtual Library Access for University Students,Universities collaborate to provide virtual library resources universally accessible to all enrolled students.,University Consortium,15/07/2025,Education,Text,English,https://www.universityconsortium.ke/news/100009-virtual-library-access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Educational Resources ,Online E-assessment Tools Training,KNEC conducts national training to equip schools and educators on new online e-assessment tools.,Kenya National Examinations Council,25/07/2025,Education,Text,English,https://www.knec.ac.ke/news/100010-online-e-assessment-tools-training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Educational Resources ,Digital Learning Scholarships Announcement,National Research Fund unveils scholarship program for digital learning innovation projects by students and researchers.,National Research Fund (NRF),03/08/2025,Education,Text,English,https://www.nrf.go.ke/news/100011-digital-learning-scholarships,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Educational Resources ,Parent Digital Engagement Program,Ministry of Education launches digital engagement program empowering parents to support children’s learning at home.,"Ministry of Education, Kenya",20/08/2025,Education,Text,English,https://www.education.go.ke/news/100012-parent-digital-engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Educational Resources ,E-learning for Girls in Rural Areas,Ministry of ICT initiates targeted e-learning projects promoting girls’ education in rural communities.,"Ministry of ICT, Kenya",05/09/2025,Education,Text,English,https://www.ict.go.ke/news/100013-elearning-for-girls-rural-areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,School Safety and Inclusion,Disability Visual Aids,Support learning! Provide visual aids for blind students.,News article,24/07/2021,Text,Education,English,https://www.unicef.org/kenya/press-releases/after-covid-19-lets-reimagine-education-kenya,Saidia kujifunza! Toa vifaa vya kuona kwa wanafunzi vipofu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,School Safety and Inclusion,Fire Safety Training,Train staff! Teach fire safety protocols in schools.,Government website,11/09/2024,Text,Education,English,https://www.education.go.ke/index.php/downloads/file/10-national-school-safety-manual,Wafunze wafanyakazi! Fundisha itifaki za usalama wa moto shuleni.[](https://www.education.go.ke/assessment-compliance-safety-standards-boarding-primary-and-junior-schools-kenya-september-and),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,School Safety and Inclusion,Digital Access for All,Ensure inclusion! Provide digital access for all students.,News article,30/06/2024,Text,Education,English,https://kippra.or.ke/promoting-inclusive-education-in-kenya/,Hakikisha ujumuishaji! Toa upatikanaji wa kidigitali kwa wanafunzi wote.[](https://kippra.or.ke/promoting-inclusive-education-in-kenya/),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,School Safety and Inclusion,GBV Safety Training,Train students! Teach GBV prevention in schools.,News article,01/11/2023,Text,Education,English,https://www.cgdev.org/publication/evidence-policy-making-what-should-be-kenyas-next-education-and-training-gender-policy,Wafunze wanafunzi! Fundisha kuzuia GBV shuleni.[](https://www.cgdev.org/blog/evidence-policy-making-what-should-be-kenyas-next-education-and-training-gender-policy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,School Safety and Inclusion,Drought School Support,Support schools! Provide resources in drought areas.,News article,19/10/2022,Text,Education,English,https://www.unicef.org/kenya/education,Saidia shule! Toa rasilimali katika maeneo ya ukame.[](https://www.iicba.unesco.org/en/kenya),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,School Safety and Inclusion,Landslide Safety Training,Train teachers! Prepare for landslide safety in schools.,Government website,05/08/2023,Text,Education,English,https://www.education.go.ke/index.php/downloads/file/10-national-school-safety-manual,Wafunze walimu! Jitayarishe kwa usalama wa maporomoko ya ardhi shuleni.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,School Safety and Inclusion,Financial Education Support,"Support education! Communities, fund school fees.",News article,23/07/2025,Text,Education,English,https://www.nation.africa/kenya/news/education/schools-face-early-closure-amid-cash-crunch-2024-10-09,"Saidia elimu! Jamii, fadhili ada za shule.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,School Safety and Inclusion,Flood Safety Education,Educate students! Teach flood safety in schools.,News article,24/07/2024,Text,Education,English,https://khrc.or.ke/uploads/2024/07/The-impact-of-2024-floods-on-schools.pdf,Waelimishe wanafunzi! Fundisha usalama wa mafuriko shuleni.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,School Safety and Inclusion,Cholera Safety Training,Train students! Teach cholera prevention in schools.,Government press release,24/07/2024,Text,Education,English,https://www.health.go.ke,Wafunze wanafunzi! Fundisha kuzuia kipindupindu shuleni.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,School Safety and Inclusion,Banditry School Security,Secure schools! Install security measures against banditry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,School Safety and Inclusion,COVID-19 school closure,"We have made a decision... that we shall close all the learning institutions in the country. These are universities, colleges, primary and secondary schools",Presidential address,15/03/2020,Text,Education,English,https://www.kenyans.co.ke/news/50865-president-uhuru-orders-closure-all-schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,School Safety and Inclusion,School reopening announcement,"The stakeholders have resolved to reopen all basic education learning institutions in January 2021. This is based on the assumption that the infection curve will have flattened by December, 2020",Press conference,07/07/2020,Text,Education,English,https://mtotonewsblog.wordpress.com/2020/07/07/schools-in-kenya-to-reopen-in-january-2021-education-ministry-announces/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,School Safety and Inclusion,Partial school reopening,"Schools in Kenya will reopen from 12 October, starting with Grade 4, Class 8 and Form 4",Official announcement,06/10/2020,Text,Education,English,https://www.unicef.org/kenya/press-releases/UNICEF-welcomes-schools-reopening-in-Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,School Safety and Inclusion,2025 school term dates,[Official Circular] This circular should be distributed to all institutions of Basic Education under your jurisdiction. Activities and visits to Secondary Schools in third term remain banned as per the earlier circulars,Official circular,18/10/2024,Text,Education,English,https://arena.co.ke/ministry-of-education-2025-school-term-dates-school-calendar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,School Safety and Inclusion,Digital inclusion for special needs,"[DigiSchool Project] Connected 21 schools to the Internet, including 6 schools for children with special educational needs through UNESCO/Huawei partnership",Project completion,17/03/2025,Text,Education,English,https://www.prnewswire.com/news-releases/kenya-digischool-connectivity-project-enables-online-learning-for-deaf-children-302402914.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,School Safety and Inclusion,School health guidelines,[Health Protocols] Comprehensive COVID-19 health and safety protocols for school reopening including mandatory masks and temperature monitoring,Health protocols,15/09/2020,Text,Education,English,https://reliafrica.org/re-opening-in-the-time-of-covid-19-in-kenya/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,School Safety and Inclusion,Inclusive education,[Special Needs Education] Launch of inclusive education programs with assistive technology for learners with disabilities,Program launch,20/07/2022,Text,Education,English,https://www.education.go.ke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,School Safety and Inclusion,Delay of school opening,"Basic Education PS Belio Kipsang has said though the opening of schools has been delayed by at least two weeks owing to the floods witnessed in the country, the Ministry has laid adequate strategies to make up for the lost time",The Standard,05/11/2024,Text,Education,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,School Safety and Inclusion,Closer of school,schools to remain closed for the rest of the year and reopen in 2021. All national exams to be taken in 2020 have been canceled ~ CS George Magoha,Tweeter ,07/07/2020,Text,Education,English,https://x.com/cgtnafrica/status/1280433994534977537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,School Safety and Inclusion,Education Technologies,The FBI is encouraging public awareness of cyber threat concerns related to K-12 students.,official statement,7/18/2025,Text,Education,English,https://www.ic3.gov/PSA/2018/PSA180913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,School Safety and Inclusion,Supporting Student Mental Health  NAMI,NAMI believes that public policies and practices should promote greater awareness and early identification of mental health conditions. ,website,7/21/2025,Text,Education,English,https://www.nami.org/advocacy/policy-priorities/improving-health/mental-health-in-schools/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,School Safety and Inclusion,Eight Golden Guidelines for Reopening Schools in Kenya,"Education Cabinet Secretary George Magoha outlined eight critical measures for schools resuming classestargeted initially at Grades 4, Class?8, and Form?4.",The Standard,08/01/2025,Text,Education,English,https://www.standardmedia.co.ke/education/article/2001389075/eight-golden-guidelines-for-reopening-schools-in-kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,School Safety and Inclusion,Formal Press Statement on Learning Institutions Reopening,The Ministry of Education released a comprehensive circular setting minimum reopening conditions for all institutions.,Press Statement,08/02/2025,Text,Education,English,https://education.co.ke/ministry-of-education-press-statement-on-reopening-of-learning-institutions-in-kenya/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,School Safety and Inclusion,UNICEF Commends Phased School Reopening Amid Health Protocols,"UNICEF welcomed the Kenyan Governments phased reopening strategy, urging parents and educational stakeholders to support reentry of Grades 4, Class?8, and Form?4 students.",UNICEF,08/03/2025,Text,Education,English,https://www.unicef.org/kenya/press-releases/UNICEF-welcomes-schools-reopening-in-Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,School Safety and Inclusion,UNICEF Moldova? Assistive Technology Donation for Students with Disabilities,"UNICEF announced the delivery of nearly 500 assistive devicesBraille typewriters, video magnifiers, screen-reading software, and adapted keyboardsfor learners with visual and hearing impairments.",UNICEF,08/04/2025,Text,Education,English,https://www.unicef.org/moldova/en/press-releases/unicef-donates-assistive-technologies-support-children-disabilities-moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,School Safety and Inclusion,Cambodia? Five-Year Inclusive Education Plan (20242028),The foundation provides free and subsidized artificial limbs for children who cannot afford them,Wikipidia,08/05/2025,Text,Education,English,https://en.wikipedia.org/wiki/The_Irede_Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,School Safety and Inclusion,Financial Crisis Support,Prepare for fees! Support schools by paying fees on time despite funding delays.,News article,23/07/2025,Text,Education,English,https://www.nation.africa/kenya/news/education/schools-face-early-closure-amid-cash-crunch-2024-10-09,Jitayarishe kwa ada! Saidia shule kwa kulipa ada kwa wakati licha ya kuchelewa kwa ufadhili.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,School Safety and Inclusion,Flood Evacuation Drills,Know your flood routes! Practice school evacuation drills for safety.,Government website,10/05/2024,Text,Education,English,https://www.education.go.ke/index.php/downloads/file/10-national-school-safety-manual,Jua njia zako za mafuriko! Fanya mazoezi ya uokoaji shuleni kwa usalama.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,School Safety and Inclusion,Cholera Prevention,"Wash hands, stay safe! Use clean water to prevent cholera in schools.",News article,24/07/2024,Text,Education,English,https://khrc.or.ke/uploads/2024/07/The-impact-of-2024-floods-on-schools.pdf,"Osha mikono, kaa salama! Tumia maji safi kuzuia kipindupindu shuleni.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,School Safety and Inclusion,Banditry Safety,Stay vigilant! Report banditry threats near schools to police.,News article,04/07/2024,Text,Education,English,https://www.standardmedia.co.ke/article/2001504487/climate-crisis-disrupted-schooling-2025-02-02,Kaa macho! Ripoti vitisho vya ujambazi karibu na shule kwa polisi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,School Safety and Inclusion,Student Unrest Prevention,Resolve conflicts peacefully! Report grievances to school boards.,News article,22/07/2025,Text,Education,English,https://www.standardmedia.co.ke/health/article/2001498765/why-schools-are-shaken-by-wave-of-unrest-2025-07-22,Suluhisha migogoro kwa amani! Ripoti malalamiko kwa bodi za shule.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,School Safety and Inclusion,Mental Health Support,Feeling stressed? Call 1195 for free mental health support.,Government press release,15/08/2024,Video,Education,English,https://www.education.go.ke/index.php/media-center,Unahisi stress? Piga 1195 kwa msaada wa afya ya akili bila malipo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,School Safety and Inclusion,Anti-Arson Campaign,No arson in schools! Keep flammables away from dorms.,News article,22/07/2025,Poster,Education,English,https://www.standardmedia.co.ke/health/article/2001498765/why-schools-are-shaken-by-wave-of-unrest-2025-07-22,Hakuna uchomaji moto shuleni! Weka vitu vinavyowaka mbali na mabweni.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,School Safety and Inclusion,Flood Recovery,Back to school! Join flood recovery programs for safe learning.,News article,24/07/2024,Text,Education,English,https://khrc.or.ke/uploads/2024/07/The-impact-of-2024-floods-on-schools.pdf,Rudi shuleni! Jiunge na mipango ya urejesho wa mafuriko kwa kujifunza salama.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,School Safety and Inclusion,Cholera Hygiene,Stay clean! Use school sanitation facilities to prevent cholera.,Government press release,24/07/2024,Text,Education,English,https://www.health.go.ke,Kaa msafi! Tumia vifaa vya usafi shuleni kuzuia kipindupindu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,School Safety and Inclusion,Banditry Safe Routes,Travel safely! Use designated safe routes to school in conflict zones.,News article,04/07/2024,Text,Education,English,https://www.standardmedia.co.ke/article/2001504487/climate-crisis-disrupted-schooling-2025-02-02,Safiri kwa salama! Tumia njia salama zilizochaguliwa kwenda shuleni katika maeneo ya migogoro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,School Safety and Inclusion,Protest Safety,Stay safe during protests! Avoid demonstration zones near schools.,News article,26/06/2024,Text,Education,English,https://www.aljazeera.com/news/2025/6/26/at-least-eight-killed-in-deadly-kenya-protests-what-we-know,Kaa salama wakati wa maandamano! Epuka maeneo ya maandamano karibu na shule.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,School Safety and Inclusion,Mental Health Stigma,It’s okay to talk! Reduce mental health stigma in schools.,News article,24/07/2024,Text,Education,English,https://khrc.or.ke/uploads/2024/07/The-impact-of-2024-floods-on-schools.pdf,Ni sawa kuzungumza! Punguza unyanyapaa wa afya ya akili shuleni.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,School Safety and Inclusion,Terrorism Vigilance,Be alert! Report suspicious activities near schools to authorities.,News article,17/06/2024,Text,Education,English,https://www.crisisgroup.org/africa/east-africa/kenya,Kaa macho! Ripoti shughuli za kutiliwa shaka karibu na shule kwa mamlaka.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,School Safety and Inclusion,Abduction Prevention,Stay safe! Report strangers near schools to teachers or police.,News article,14/07/2025,Text,Education,English,https://www.nytimes.com/2025/07/14/world/africa/kenya-protests-explained.html,Kaa salama! Ripoti wageni karibu na shule kwa walimu au polisi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,School Safety and Inclusion,Anti-FGM Campaign,Say no to FGM! Call 116 to report risks and protect girls.,News article,23/12/2020,Text,Education,English,https://www.hrw.org/news/2020/12/23/world-report-2021-kenya,Sema hapana kwa FGM! Piga 116 kuripoti hatari na kulinda wasichana.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,School Safety and Inclusion,Child Trafficking Alert,Protect our children! Report trafficking risks to 116.,News article,23/12/2020,Text,Education,English,https://www.hrw.org/news/2020/12/23/world-report-2021-kenya,Lindeni watoto wetu! Ripoti hatari za usafirishaji kwa 116.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,School Safety and Inclusion,Refugee Education,Welcome all! Enroll refugee students in local schools.,News article,24/07/2021,Text,Education,English,https://www.unicef.org/kenya/press-releases/after-covid-19-lets-reimagine-education-kenya,Karibisha wote! Wasajili wanafunzi wakimbizi katika shule za mitaa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,School Safety and Inclusion,Nomadic Schools,Learn anywhere! Join mobile schools for pastoralist children.,News article,10/03/2022,Text,Education,English,https://www.nation.africa/kenya/news/nomadic-education-kenya-2022-03-10,Jifunze popote! Jiunge na shule za rununu kwa watoto wa wafugaji.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,School Safety and Inclusion,Disability Inclusion,Include everyone! Ensure schools accommodate students with disabilities.,News article,07/11/2024,Text,Education,English,https://www.kenyans.co.ke/news/106161-mother-candidate-sitting-kcse-while-oxygen-appeals-help,Jumuisha kila mtu! Hakikisha shule zinawashughulikia wanafunzi wenye ulemavu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,School Safety and Inclusion,Fire Safety Drills,Be prepared! Conduct regular fire safety drills in schools.,Government website,15/09/2024,Text,Education,English,https://www.education.go.ke/index.php/downloads/file/10-national-school-safety-manual,Jitayarishe! Fanya mazoezi ya usalama wa moto shuleni mara kwa mara.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,School Safety and Inclusion,Digital Safety,Stay safe online! Teach students to avoid cyber threats.,News article,24/07/2024,Poster,Education,English,https://khrc.or.ke/uploads/2024/07/The-impact-of-2024-floods-on-schools.pdf,Kaa salama mtandaoni! Fundisha wanafunzi kuepuka vitisho vya mtandao.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,School Safety and Inclusion,GBV Prevention,Stop GBV! Report gender-based violence in schools to 116.,News article,23/12/2020,Text,Education,English,https://www.hrw.org/news/2020/12/23/world-report-2021-kenya,Zuia GBV! Ripoti unyanyasaji wa kijinsia shuleni kwa 116.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,School Safety and Inclusion,Drought Preparedness,Save water! Teach students water conservation in drought-prone areas.,News article,02/02/2025,Text,Education,English,https://www.standardmedia.co.ke/article/2001504487/climate-crisis-disrupted-schooling-2025-02-02,Hifadhi maji! Fundisha wanafunzi kuhifadhi maji katika maeneo yanayokumbwa na ukame.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,School Safety and Inclusion,Landslide Safety,Know the signs! Train students on landslide evacuation plans.,News article,24/07/2024,Text,Education,English,https://khrc.or.ke/uploads/2024/07/The-impact-of-2024-floods-on-schools.pdf,Jua ishara! Fundisha wanafunzi mipango ya uokoaji wa maporomoko ya ardhi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,School Safety and Inclusion,Health Safety,Stay healthy! Ensure schools have clean water and sanitation.,Government website,24/07/2024,Text,Education,English,https://www.health.go.ke,Kaa na afya! Hakikisha shule zina maji safi na usafi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,School Safety and Inclusion,Inclusive Classrooms,Create inclusive spaces! Train teachers to support diverse learners.,News article,07/11/2024,Text,Education,English,https://www.kenyans.co.ke/news/106161-mother-candidate-sitting-kcse-while-oxygen-appeals-help,Unda nafasi za kujumuisha! Fundisha walimu kusaidia wanafunzi tofauti.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,School Safety and Inclusion,Financial Crisis Support,Prepare for fees! Support schools by paying fees on time despite funding delays.,News article,23/07/2025,Text,Education,English,https://www.nation.africa/kenya/news/education/schools-face-early-closure-amid-cash-crunch-2024-10-09,Jitayarishe kwa ada! Saidia shule kwa kulipa ada kwa wakati licha ya kuchelewa kwa ufadhili.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,School Safety and Inclusion,Flood Evacuation Drills,Know your flood routes! Practice school evacuation drills for safety.,Government website,10/05/2024,Text,Education,English,https://www.education.go.ke/index.php/downloads/file/10-national-school-safety-manual,Jua njia zako za mafuriko! Fanya mazoezi ya uokoaji shuleni kwa usalama.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,School Safety and Inclusion,Cholera Prevention,"Wash hands, stay safe! Use clean water to prevent cholera in schools.",News article,24/07/2024,Text,Education,English,https://khrc.or.ke/uploads/2024/07/The-impact-of-2024-floods-on-schools.pdf,"Osha mikono, kaa salama! Tumia maji safi kuzuia kipindupindu shuleni.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,School Safety and Inclusion,Banditry Safety,Stay vigilant! Report banditry threats near schools to police.,News article,04/07/2024,Text,Education,English,https://www.standardmedia.co.ke/article/2001504487/climate-crisis-disrupted-schooling-2025-02-02,Kaa macho! Ripoti vitisho vya ujambazi karibu na shule kwa polisi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,School Safety and Inclusion,Student Unrest Prevention,Resolve conflicts peacefully! Report grievances to school boards.,News article,22/07/2025,Text,Education,English,https://www.standardmedia.co.ke/health/article/2001498765/why-schools-are-shaken-by-wave-of-unrest-2025-07-22,Suluhisha migogoro kwa amani! Ripoti malalamiko kwa bodi za shule.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,School Safety and Inclusion,Mental Health Support,Feeling stressed? Call 1195 for free mental health support.,Government press release,15/08/2024,Video,Education,English,https://www.education.go.ke/index.php/media-center,Unahisi stress? Piga 1195 kwa msaada wa afya ya akili bila malipo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,School Safety and Inclusion,Anti-Arson Campaign,No arson in schools! Keep flammables away from dorms.,News article,22/07/2025,Poster,Education,English,https://www.standardmedia.co.ke/health/article/2001498765/why-schools-are-shaken-by-wave-of-unrest-2025-07-22,Hakuna uchomaji moto shuleni! Weka vitu vinavyowaka mbali na mabweni.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,School Safety and Inclusion,Flood Recovery,Back to school! Join flood recovery programs for safe learning.,News article,24/07/2024,Text,Education,English,https://khrc.or.ke/uploads/2024/07/The-impact-of-2024-floods-on-schools.pdf,Rudi shuleni! Jiunge na mipango ya urejesho wa mafuriko kwa kujifunza salama.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,School Safety and Inclusion,Cholera Hygiene,Stay clean! Use school sanitation facilities to prevent cholera.,Government press release,24/07/2024,Text,Education,English,https://www.health.go.ke,Kaa msafi! Tumia vifaa vya usafi shuleni kuzuia kipindupindu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,School Safety and Inclusion,Banditry Safe Routes,Travel safely! Use designated safe routes to school in conflict zones.,News article,04/07/2024,Text,Education,English,https://www.standardmedia.co.ke/article/2001504487/climate-crisis-disrupted-schooling-2025-02-02,Safiri kwa salama! Tumia njia salama zilizochaguliwa kwenda shuleni katika maeneo ya migogoro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,School Safety and Inclusion,Protest Safety,Stay safe during protests! Avoid demonstration zones near schools.,News article,26/06/2024,Text,Education,English,https://www.aljazeera.com/news/2025/6/26/at-least-eight-killed-in-deadly-kenya-protests-what-we-know,Kaa salama wakati wa maandamano! Epuka maeneo ya maandamano karibu na shule.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,School Safety and Inclusion,Mental Health Stigma,It’s okay to talk! Reduce mental health stigma in schools.,News article,24/07/2024,Text,Education,English,https://khrc.or.ke/uploads/2024/07/The-impact-of-2024-floods-on-schools.pdf,Ni sawa kuzungumza! Punguza unyanyapaa wa afya ya akili shuleni.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,School Safety and Inclusion,Terrorism Vigilance,Be alert! Report suspicious activities near schools to authorities.,News article,17/06/2024,Text,Education,English,https://www.crisisgroup.org/africa/east-africa/kenya,Kaa macho! Ripoti shughuli za kutiliwa shaka karibu na shule kwa mamlaka.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,School Safety and Inclusion,Abduction Prevention,Stay safe! Report strangers near schools to teachers or police.,News article,14/07/2025,Text,Education,English,https://www.nytimes.com/2025/07/14/world/africa/kenya-protests-explained.html,Kaa salama! Ripoti wageni karibu na shule kwa walimu au polisi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,School Safety and Inclusion,Anti-FGM Campaign,Say no to FGM! Call 116 to report risks and protect girls.,News article,23/12/2020,Text,Education,English,https://www.hrw.org/news/2020/12/23/world-report-2021-kenya,Sema hapana kwa FGM! Piga 116 kuripoti hatari na kulinda wasichana.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
