English,Swahili Translations,Swahili Confidences,Luo Translations,Luo Confidences
schools to remain closed for the rest of the year and reopen in 2021. All national exams to be taken in 2020 have been canceled ~ CS George Magoha,Shule zitakuwa zimefungwa kwa mwaka mzima na kufunguliwa tena mwaka 2021.,0.536023135,Skunde biro bedo kochung ' kuom higa mangima kendo ibiro yawgi e higa mar 2021.,0.533620481
The FBI is encouraging public awareness of cyber threat concerns related to K-12 students.,FBI inakuza ufahamu wa umma kuhusu wasiwasi wa vitisho vya mtandao vinavyohusiana na wanafunzi wa K-12.,0.668015053,FBI jiwo chuny ji kuom wach luoro ma nyithind skul mag K-12 nigo kuom weche mag tiyo gi Intanet.,0.371694141
NAMI believes that public policies and practices should promote greater awareness and early identification of mental health conditions.,NAMI inaamini kuwa sera na mazoea ya umma inapaswa kukuza ufahamu zaidi na utambuzi wa mapema wa hali za afya ya akili.,0.740427594,AN AMINO ni chike koda timbe mag oganda onego okony ji ong'e weche mag thieth mar pach chon.,0.47940728
"Education Cabinet Secretary George Magoha outlined eight critical measures for schools resuming classesÂtargeted initially at Grades 4, Class?8, and Form?4.","Katibu wa Baraza la Mafunzo George Magoha alieleza hatua nane muhimu kwa shule zinazoanza tena masomo - ambazo mwanzoni zililenga darasa la 4, darasa la 8, na darasa la 4.",0.590538916,"George Magoha, ma en jagoro mar Bura mar Puonjruok, nolero gik moko aboro madwarore mondo skunde ochak somo kendo - mokwongo ne gin mag klas mar ang'wen, mar aboro, kod mar ang'wen.",0.612351089
The Ministry of Education released a comprehensive circular setting minimum reopening conditions for all institutions.,Wizara ya Elimu ilitoa mzunguko ulioenea ambao uliweka masharti ya chini ya kufungua tena taasisi zote.,0.595882555,Ofis mar Puonjruok ne ochiwo chik ma ne nyiso ni onego giduog e skul.,0.360317183
"UNICEF welcomed the Kenyan GovernmentÂs phased reopening strategy, urging parents and educational stakeholders to support reentry of Grades 4, Class?8, and Form?4 students.","UNICEF ilipongeza mkakati wa kufungua upya hatua kwa hatua wa Serikali ya Kenya, ikiwahimiza wazazi na mashirika ya elimu kuunga mkono kuingia tena kwa wanafunzi wa Darasa la 4, Darasa la 8, na Darasa la 4.",0.653355537,"UNICEF ne opwoyo chenro mar sirkal mar Kenya mar chako somo kendo, kendo ne ojiwo jonyuol gi riwruoge mag somo mondo oriw lwedo thuolo mar somo mar nyithindo ma ne nie klas mar ang'wen, mar aboro, kod mar ang'wen.",0.532507478
"UNICEF announced the delivery of nearly 500 assistive devicesÂBraille typewriters, video magnifiers, screen-reading software, and adapted keyboardsÂfor learners with visual and hearing impairments.","UNICEF ilitangaza kutolewa kwa vifaa vya kusaidia karibu 500 - mashine za kuandika kwa Braille, viongezeo vya video, programu za kusoma skrini, na vibao vilivyoboreshwa - kwa wanafunzi wenye matatizo ya kuona na kusikia.",0.648420379,"UNICEF nolando ni ne idhi chiw gik makonyo chiegni 500 - masin mag ndiko gi Braille, vidio mag vidio, program mag somo weche e yor piche, kod tablet mag loso weche - ne jopuonjre ma nigi chandruok mar neno kod winjo wach.",0.390143496
The foundation provides free and subsidized artificial limbs for children who cannot afford them,Shirika hilo hutoa viungo vya ufundi bila malipo na kwa msaada wa fedha kwa watoto ambao hawawezi kuvipa,0.471696623,Riwruokno chiwo gik moko ma nyalo konyo nyithindo ma ok nyal yudo gik moko ma ginyalo tiyogo,0.330361954
Prepare for fees! Support schools by paying fees on time despite funding delays.,Jitayarishe kwa ajili ya ada! Kuunga mkono shule kwa kulipa ada kwa wakati licha ya kuchelewa kwa fedha.,0.664594692,Ikri ne chudo! Riwo lwedo skul kuom chulo chudo e sa kata obedo ni pesa ok ochopo mapiyo.,0.490653725
Know your flood routes! Practice school evacuation drills for safety.,Jitahidi kufanya mazoezi ya kuondoa maji ya mafuriko katika shule.,0.42955556,Tim kinda mondo iti gi yo mar golo pi e skul.,0.378291065
"Wash hands, stay safe! Use clean water to prevent cholera in schools.","Osha mikono, uwe salama! Tumia maji safi ili kuzuia kipindupindu shuleni.",0.633501062,Luok lweti mondo kik iketh tuo mar koronavirus e skul.,0.35620619
Stay vigilant! Report banditry threats near schools to police.,Kuwa macho! Ripoti ya vitisho bandia karibu shule kwa polisi.,0.522444664,"Neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru,",0.662849914
Resolve conflicts peacefully! Report grievances to school boards.,Suluhisha migogoro kwa amani!,0.668807688,Losuru ywaruok e yor kuwe!,0.578898195
Feeling stressed? Call 1195 for free mental health support.,"Je, unahisi umevunjika moyo?",0.527232322,Be chunyi onyosore?,0.727915867
No arson in schools! Keep flammables away from dorms.,Hakuna moto katika shule!,0.392077465,Onge mach e skul!,0.60094471
Back to school! Join flood recovery programs for safe learning.,Jiunge na programu za kupona mafuriko ili ujifunze kwa usalama.,0.602517125,Dhi e program mag reso ngima ji mondo ipuonjri weche ma nyalo konyi bedo gi ngima maber.,0.374617294
Stay clean! Use school sanitation facilities to prevent cholera.,Tumia vifaa vya usafi wa shule ili kuzuia kipindupindu.,0.643717534,Ti gi gige rito ler e skul mondo ikwed tuo mar kahera.,0.496547691
Travel safely! Use designated safe routes to school in conflict zones.,Tumia njia zilizowekwa salama za kwenda shuleni katika maeneo yenye vita.,0.562517256,Ti gi yore ma ok bi kelo hinyruok e alwora ma lweny nitie.,0.430884524
Stay safe during protests! Avoid demonstration zones near schools.,Epuka maeneo ya maandamano karibu na shule.,0.775605768,Kik ibed kama ji timoe kampen machiegni gi skul.,0.41043641
Itâs okay to talk! Reduce mental health stigma in schools.,Ni sawa kuzungumza! Kupunguza stigma ya afya ya akili katika shule.,0.617166585,Mano e gima ber ma timore e skul!,0.262502317
Be alert! Report suspicious activities near schools to authorities.,"Kuwa macho, ripoti shughuli za mashaka karibu na shule kwa wenye mamlaka.",0.483071669,"Bed motang', kendo inyis jotelo mag sirkal gik ma timore machiegni gi skul.",0.495679905
Stay safe! Report strangers near schools to teachers or police.,Waambie walimu au polisi kuhusu wageni walio karibu na shule.,0.587788481,Nyis jopuonj kata polis wach welo ma biro e skul.,0.45478088
Say no to FGM! Call 116 to report risks and protect girls.,Amua FGM! Piga simu 116 kuripoti hatari na kulinda wasichana.,0.506507319,Chiw simo ne namba 116 mondo inyisgo ni nyiri nigi hinyruok kendo ritgi.,0.410096255
Protect our children! Report trafficking risks to 116.,Wape 116 habari kuhusu hatari za biashara ya binadamu.,0.348461195,Nyis ji 116 weche manyalo miyo gibed gi timbe mag mibadhi.,0.349230929
Welcome all! Enroll refugee students in local schools.,Karibu wote! Waandikishe wanafunzi wakimbizi katika shule za mitaa.,0.656988076,Ne giduto giduto! Ne giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto gid,0.633574928
Learn anywhere! Join mobile schools for pastoralist children.,Jiunge na shule za watoto wa wachungaji.,0.535659273,Dhi e skul mar jokwath.,0.548064086
Include everyone! Ensure schools accommodate students with disabilities.,Hakikisha shule zinawaandalia wanafunzi wenye ulemavu.,0.574413715,Tem neno ni skunde chiwo gik ma dwarore ne nyithindo ma nigi midekre.,0.467040356
Be prepared! Conduct regular fire safety drills in schools.,Uwe tayari! Fanya mazoezi ya kawaida ya usalama wa moto katika shule.,0.625474472,Tim tiegruok mapile mar rito mach e skul.,0.467555437
Stay safe online! Teach students to avoid cyber threats.,Wafundishe wanafunzi kuepuka vitisho vya Intaneti.,0.683209161,Puonj jopuonjreni mondo kik gibed joma tiyo gi Intanet e yo marach.,0.494659293
Stop GBV! Report gender-based violence in schools to 116.,Acha GBV! Ripoti unyanyasaji wa kijinsia katika shule kwa 116.,0.674582781,Geno mar nindruok e skul ne en 116.,0.320851731
Save water! Teach students water conservation in drought-prone areas.,Wafundishe wanafunzi jinsi ya kuhifadhi maji katika maeneo yenye ukame.,0.6537993,Puonj jopuonjre kaka ginyalo kano pi kuonde ma onge pi.,0.516601625
Know the signs! Train students on landslide evacuation plans.,Wafundishe wanafunzi mipango ya kuondoa maporomoko ya ardhi.,0.49301289,Puonj jopuonjre kaka ginyalo tieko chwerruok.,0.397252608
Stay healthy! Ensure schools have clean water and sanitation.,"Uwe na afya nzuri, na uhakikishe kwamba shule zina maji safi na usafi wa mazingira.",0.567972423,"Bed gi ngima maber, kendo rit ni pi maler kod alwora maler yudore e skunde.",0.51812352
Create inclusive spaces! Train teachers to support diverse learners.,Kujenga nafasi za kuingiza watu wote! Wazoeze walimu kusaidia wanafunzi mbalimbali.,0.444405263,Tieg jopuonj mondo okony jopuonjre mopogore opogore.,0.544084508
Prepare for fees! Support schools by paying fees on time despite funding delays.,Jitayarishe kwa ajili ya ada! Kuunga mkono shule kwa kulipa ada kwa wakati licha ya kuchelewa kwa fedha.,0.664594692,Ikri ne chudo! Riwo lwedo skul kuom chulo chudo e sa kata obedo ni pesa ok ochopo mapiyo.,0.490653725
Know your flood routes! Practice school evacuation drills for safety.,Jitahidi kufanya mazoezi ya kuondoa maji ya mafuriko katika shule.,0.42955556,Tim kinda mondo iti gi yo mar golo pi e skul.,0.378291065
"Wash hands, stay safe! Use clean water to prevent cholera in schools.","Osha mikono, uwe salama! Tumia maji safi ili kuzuia kipindupindu shuleni.",0.633501062,Luok lweti mondo kik iketh tuo mar koronavirus e skul.,0.35620619
Stay vigilant! Report banditry threats near schools to police.,Kuwa macho! Ripoti ya vitisho bandia karibu shule kwa polisi.,0.522444664,"Neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru, neuru,",0.662849914
Resolve conflicts peacefully! Report grievances to school boards.,Suluhisha migogoro kwa amani!,0.668807688,Losuru ywaruok e yor kuwe!,0.578898195
Feeling stressed? Call 1195 for free mental health support.,"Je, unahisi umevunjika moyo?",0.527232322,Be chunyi onyosore?,0.727915867
No arson in schools! Keep flammables away from dorms.,Hakuna moto katika shule!,0.392077465,Onge mach e skul!,0.60094471
Back to school! Join flood recovery programs for safe learning.,Jiunge na programu za kupona mafuriko ili ujifunze kwa usalama.,0.602517125,Dhi e program mag reso ngima ji mondo ipuonjri weche ma nyalo konyi bedo gi ngima maber.,0.374617294
Stay clean! Use school sanitation facilities to prevent cholera.,Tumia vifaa vya usafi wa shule ili kuzuia kipindupindu.,0.643717534,Ti gi gige rito ler e skul mondo ikwed tuo mar kahera.,0.496547691
Travel safely! Use designated safe routes to school in conflict zones.,Tumia njia zilizowekwa salama za kwenda shuleni katika maeneo yenye vita.,0.562517256,Ti gi yore ma ok bi kelo hinyruok e alwora ma lweny nitie.,0.430884524
Stay safe during protests! Avoid demonstration zones near schools.,Epuka maeneo ya maandamano karibu na shule.,0.775605768,Kik ibed kama ji timoe kampen machiegni gi skul.,0.41043641
Itâs okay to talk! Reduce mental health stigma in schools.,Ni sawa kuzungumza! Kupunguza stigma ya afya ya akili katika shule.,0.617166585,Mano e gima ber ma timore e skul!,0.262502317
Be alert! Report suspicious activities near schools to authorities.,"Kuwa macho, ripoti shughuli za mashaka karibu na shule kwa wenye mamlaka.",0.483071669,"Bed motang', kendo inyis jotelo mag sirkal gik ma timore machiegni gi skul.",0.495679905
Stay safe! Report strangers near schools to teachers or police.,Waambie walimu au polisi kuhusu wageni walio karibu na shule.,0.587788481,Nyis jopuonj kata polis wach welo ma biro e skul.,0.45478088
Say no to FGM! Call 116 to report risks and protect girls.,Amua FGM! Piga simu 116 kuripoti hatari na kulinda wasichana.,0.506507319,Chiw simo ne namba 116 mondo inyisgo ni nyiri nigi hinyruok kendo ritgi.,0.410096255
Protect our children! Report trafficking risks to 116.,Wape 116 habari kuhusu hatari za biashara ya binadamu.,0.348461195,Nyis ji 116 weche manyalo miyo gibed gi timbe mag mibadhi.,0.349230929
Welcome all! Enroll refugee students in local schools.,Karibu wote! Waandikishe wanafunzi wakimbizi katika shule za mitaa.,0.656988076,Ne giduto giduto! Ne giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto giduto gid,0.633574928
Learn anywhere! Join mobile schools for pastoralist children.,Jiunge na shule za watoto wa wachungaji.,0.535659273,Dhi e skul mar jokwath.,0.548064086
All can learn! Use braille and ramps for disabled students.,Kila mtu anaweza kujifunza! Tumia maandishi ya vipofu na mifumo ya kuteleza kwa ajili ya wanafunzi wenye ulemavu.,0.535460284,Ti gi ranyisi mar welo kod gik ma inyalo somo e yo ma ok rumo.,0.213930807
Be ready! Practice earthquake drills in schools.,Jitayarishe! Fanya mazoezi ya matetemeko ya ardhi katika shule.,0.652109127,Tim tiegruok mar rito piny e skul.,0.395221314
Demand accountability! Ensure school funds are used wisely.,Tumia pesa za shule kwa hekima.,0.45275627,Ti gi pesa ma in-go e skul e yo mariek.,0.675783692
Stay safe! Know your schoolâs flood safety zones.,"Uwe salama, ujue maeneo ya usalama wa mafuriko ya shule yako.",0.52892438,"Bed motang', kendo ng'e kuonde ma yiengni nyalo yudie rit e skul.",0.462595931
"Clean schools, healthy students! Maintain sanitation to stop cholera.","Shule safi, wanafunzi wenye afya, kudumisha usafi wa mazingira ili kuzuia kipindupindu.",0.578379817,"Skunde maler, nyithindo ma nigi ngima maber, rito ler mar alwora mondo kik wadonj e tuo mar korona.",0.463478989
Stay alert! Avoid unsafe routes to school in banditry zones.,Epuka njia zisizo salama za kwenda shuleni katika maeneo ya uhalifu.,0.665082248,Kik iluw yore ma ok ler ma inyalo wuothgo e skul.,0.323035347
No violence! Report student issues to school management.,Hakuna vurugu! Ripoti masuala ya wanafunzi kwa usimamizi wa shule.,0.667489964,Onge timbe gero! Nyis jotend skul weche ma timore ne jopuonjre.,0.369434894
Heal together! Access school counselors after protests.,Pata huduma ya washauri wa shule baada ya maandamano.,0.500701987,Yud kony kuom joma tayo skul bang' timo kampen.,0.386348385
Be prepared! Practice school lockdown drills for safety.,Jitayarishe! Fanya mazoezi ya shule ya kufungwa kwa usalama.,0.49040529,Tim tiegruok mar skul ma ok bi yude.,0.260403886
Stay cautious! Avoid strangers and report risks to teachers.,"Uwe mwangalifu, epuka watu wasiowajua na uwaambie walimu kuhusu hatari.",0.586406706,"Bed motang', tang' gi joma ok ing'eyo kendo nyis jopuonj mariek gik manyalo hinyi.",0.532596379
Speak up! Report abuse to teachers or call 116.,Taja unyanyasaji kwa walimu au piga simu 116.,0.624356418,"Nyis japuonjni gima ne otimoreno, kata itudri gi namba 116.",0.428609214
Every child learns! Support refugee students in schools.,Kila mtoto hujifunza!,0.5912772,Nyithindo duto puonjore!,0.765821165
Keep learning! Enroll in nomadic schools for pastoralists.,Endelea kujifunza! Jiandikishe katika shule za wasafiri wa wanyama.,0.570621384,Dhi nyime gi puonjruok!,0.561255762
Include all! Provide ramps and resources for disabled students.,Waandae wanafunzi wenye ulemavu njia za kuteleza na rasilimali.,0.403904671,Mi jopuonjre ma nigi midekre thuolo mar dhi nyime gi somo.,0.375758895
Stay safe! Follow evacuation plans during chemical spills.,Fuata mipango ya kuondoka wakati wa kuporomoka kwa kemikali.,0.537955777,Tim chenro mar wuok e odno ka gimoro otimore.,0.363920419
Support education! Pay school fees to keep learning alive.,Kuunga mkono elimu! Kulipa ada ya shule ili kuendelea kujifunza.,0.602727819,Riwo lwedo somo!,0.423380119
Be flood-ready! Practice safe evacuation in schools.,Uwe tayari kwa mafuriko!,0.611622117,Ikri ne ataro!,0.761243096
Wash hands daily! Prevent cholera with proper hygiene.,Osha mikono kila siku! Epuka ugonjwa wa kipindupindu kwa kuwa na usafi wa kiuchumi.,0.564608338,"Rie lweti pile ka pile, kendo ritri kik ibed gi tuo mar kolera.",0.491671784
"Work together! Communities, ensure safe school environments.","Kazi pamoja! Jumuiya, kuhakikisha mazingira salama ya shule.",0.681525779,"Tiuru kanyachiel! Joot, rituru alwora mar skul.",0.37411486
Stay in school! Avoid protest zones for safety.,Kaa shuleni! Epuka maeneo ya maandamano kwa usalama.,0.669718949,"Bed e skul, kik idhi kuonde ma ji timoe kampen.",0.369688298
Youâre not alone! Visit school counselors for support.,"Usikose peke yako, tembelea washauri wa shule kwa msaada.",0.496357856,"Kik iwe mondo ng'ato okonyi, dhi ir joma chiwo puonj e skul mondo ikonyi.",0.366536041
Stay vigilant! Follow school safety protocols during terror alerts.,"Endelea kuwa macho, fuata kanuni za usalama wa shule wakati wa maonyo ya ugaidi.",0.588020533,"Bed motang', kendo chik chik chikni mag ritruok e skul sama iketo siem kuom weche mag mahundu.",0.341820257
Report risks! Call police or teachers to prevent abductions.,Piga simu polisi au walimu ili kuzuia unyakuo.,0.595272977,Nyis polis kata jopuonj mondo kik ikwal ng'ato.,0.444567125
Protect kids! Report abuse or trafficking to 116.,Wape taarifa ya unyanyasaji au biashara kwa 116.,0.504002123,Nyisgi ni isando ji kata isando ji gi namba 116.,0.421787345
All belong! Enroll refugee children in schools today.,Waandikishe watoto wakimbizi katika shule leo.,0.662761959,Nyis nyithindo ma oringo thuchegi mondo odhi e skul kawuono.,0.554100358
Education for all! Join nomadic schools for pastoralist kids.,Jiunge na shule za wasafiri wa kijani kibichi kwa ajili ya watoto wa wachungaji.,0.50930826,Dhi e skunde ma nyithindo ma jokwath tiyogo.,0.407328037
Learn equally! Provide braille and aids for disabled students.,Wafundishe vivyo hivyo!,0.453392361,Puonjgi bende!,0.498519047
Be cautious! Avoid chemical hazards near schools.,"Uwe mwangalifu, epuka hatari za kemikali karibu na shule.",0.734794776,Bed motang' mondo kik ibed gi gik manyalo ketho ngima ji machiegni gi skul.,0.486495805
Support schools! Demand timely release of capitation funds.,Kuunga mkono shule!,0.525099095,Riwo lwedo skul!,0.64304998
Recover learning! Join remedial classes after floods.,Jiunge na madarasa ya kurekebisha baada ya mafuriko.,0.63565593,Dhi e klas mar konyo joma otho.,0.303424252
Drink safe water! Prevent cholera in schools.,"Kunywa maji safi, kuzuia kipindupindu katika shule.",0.606538389,"Madho pi maler, geng'o tuo mar kahera e skul.",0.637870112
"Safe schools! Communities, protect schools from banditry.","Shule salama! Jumuiya, kulinda shule kutoka banditry.",0.644463428,Skundego ne gin kuonde ma ji ne nyalo dakie!,0.291770689
Ensure safety! Comply with fire standards in school dormitories.,Hakikisha usalama! Fuata viwango vya moto katika vyumba vya kulala vya shule.,0.671154,Bed motang' kendo ritri gi liet e ute skul.,0.322149762
Bridge the gap! Provide digital tools for disabled students.,Wape wanafunzi wenye ulemavu vifaa vya digital.,0.544463449,Mi jopuonjre ma nigi midekre gik ma ginyalo somo e kompyuta.,0.401816172
Stop GBV! Report school violence to authorities or call 116.,Acha GBV! Ripoti vurugu shule kwa mamlaka au piga simu 116.,0.568665799,Weuru timbe gero ma timore e skul odonjne sirkal kata luong 116.,0.371453663
Keep learning! Enroll in schools despite drought challenges.,Endelea kujifunza! Jiandikishe katika shule licha ya matatizo yanayosababishwa na ukame.,0.707787748,Dhi nyime gi puonjruok! Dhi nyime gi puonjruok kata obedo ni piny ok yot.,0.44056964
Be ready! Practice landslide evacuation drills in schools.,"Jitayarishe, fanya mazoezi ya kuondoa maporomoko ya ardhi katika shule.",0.543173694,"Ikri, tim tiegruok mar golo pi e skul.",0.470076608
Support your child! Pay fees on time to avoid school closures.,Mtegemeze mtoto wako!,0.556058784,Kony nyathini!,0.684011917
Train teachers! Ensure flood safety protocols in schools.,Wazoeze walimu! Hakikisha itifaki za usalama wa mafuriko katika shule.,0.632799679,Tim ne jopuonjni tiegruok!,0.295776167
Upgrade sanitation! Provide safe toilets to prevent cholera.,"Ongeza usafi wa mazingira, toa vyoo salama ili kuzuia ugonjwa wa kipindupindu.",0.5042304,"Med ler mar alwora, kendo chiw kuonde tedo ma ok nyal tuo mar koronavirus.",0.302367147
"Teachers, stay alert! Monitor banditry risks near schools.","Walimu, tahadhari!",0.412005934,"Puonjruok, tang'uru!",0.532918931
Promote peace! Use school forums to resolve student conflicts.,Tumia vikao vya shule kutatua migogoro kati ya wanafunzi.,0.718686262,Ti gi thuolo ma in-go mar puonjruok mondo ikonygo jopuonjreni e tieko ywaruok manie kindgi.,0.503477737
"Stay safe, students! Avoid protest areas near schools.","Jihadharini, wanafunzi! Epuka maeneo ya maandamano karibu na shule.",0.729520429,"Un jopuonjre, tang'uru mondo kik ubed e alwora ma ji timoe kampen machiegni gi skul.",0.463449775
"Talk openly! Schools, promote mental health awareness.","Shule, ziendeleza ufahamu wa afya ya akili.",0.509947375,Skunde konyo ji mondo ong'e weche mag thieth.,0.449667241
"Communities, be vigilant! Report terror threats near schools.","Jumuiya, kuwa macho! Ripoti vitisho vya ugaidi karibu na shule.",0.627259134,"Joot, beduru motang'!",0.396215813
"Parents, stay cautious! Monitor children to prevent abductions.","Wazazi, iweni waangalifu!",0.666795403,"Un jonyuol, tang'uru!",0.781717873
Educate girls! Teach about FGM risks in schools.,Wafundishe wasichana kuhusu hatari za kuharibiwa kwa uzazi katika shule.,0.551994926,Puonj nyiri e wi rach ma bedoe nikech ichwanyogi e skul.,0.426982192
"Stay safe! Schools, teach students about trafficking risks.","Shule, wafundishe wanafunzi kuhusu hatari za biashara.",0.633812746,"E skul, puonj nyithindo gik ma nyalo hinyo josol osuru.",0.408345776
Integrate all! Support refugee students in local schools.,Kuunganisha wote! Kuunga mkono wanafunzi wakimbizi katika shule za mitaa.,0.674020618,Riwruok mar owete gi nyimine!,0.419619879
Access education! Enroll pastoralist children in mobile schools.,Pata elimu! Waandikishe watoto wachungaji katika shule za mkononi.,0.594533117,Yud somo! Som nyithindo ma gin jokwath e skunde mag lwedo.,0.338070155
Train teachers! Support inclusive education for disabled students.,Wazoeze walimu!,0.515228422,Tieg jopuonj!,0.797792162
Be prepared! Conduct fire evacuation drills in schools.,"Jitayarishe, fanya mazoezi ya kuondoa moto katika shule.",0.563193201,"Ikri, tim tiegruok mar tieko mach e skul.",0.573492389
Include all! Provide laptops for rural students.,Waandae wanafunzi wa mashambani kompyuta ndogo.,0.557547559,Chiw kompyuta ne jopuonjre ma wuok e gweng'no.,0.423586615
"Create safe spaces! Schools, protect students from GBV.","Kujenga maeneo salama! Shule, kulinda wanafunzi kutoka GBV.",0.64706435,"Skunde, rito jopuonjre kuom tuoche mag GBV.",0.476609601
Support learning! Provide meals in drought-affected schools.,Kuunga mkono elimu!,0.384220535,Riw lwedo somo!,0.562544342
Train staff! Prepare schools for landslide risks.,Wafanyikazi wa treni!,0.46042215,Jotich ma ne tiyo e gach reru!,0.544542836
"Keep schools open! Parents, pay fees promptly.","Wazazi, lilipeni ada mara moja.",0.573214233,"Jonyuol, chuluru pesa ma un-go mapiyo.",0.438468372
Provide shelters! Ensure safe spaces during floods.,"Weka mahali pa kukimbilia, na ufanye salama wakati wa mafuriko.",0.467288713,"Ket kama inyalo pondoe, kendo ritri sama ataro obiro.",0.507971977
Ensure clean water! Prevent cholera outbreaks in schools.,"Hakikisha maji safi, na kuzuia kuenea kwa kipindupindu katika shule.",0.5609556,Tem matek mondo pi obed maler kendo rit ni tuo mar kahera kik landre e skul.,0.511182071
"Protect schools! Communities, guard against banditry.","Kulinda shule, jamii, kulinda dhidi ya uhalifu.",0.646292706,"Rito skul, oganda, rito ji kuom timbe mahundu.",0.504875527
"Report issues! Schools, set up grievance systems.","Ripoti masuala! Shule, kuanzisha mfumo malalamiko.",0.623730369,"Puonjruok skul, chako chenro mar ng'ur.",0.427428259
Seek help! Access counselors after protest disruptions.,Tafuta msaada!,0.55491819,Yud kony!,0.659852356
Train teachers! Prepare for terror threats in schools.,Wafundishe walimu!,0.472492565,Puonj jopuonj!,0.704408368
"Stay alert! Schools, monitor for abduction risks.","Shule, ufuatiliaji wa hatari za utekaji nyara.",0.595278112,"Puonjruok e skul, nono gik manyalo hinyo ji.",0.388230372
"Raise awareness! Schools, educate on FGM prevention.","Kuongeza ufahamu! Shule, kuelimisha juu ya kuzuia FGM.",0.620134966,"Skunde, puonjo ji wach geng'o nindruok e yor nindruok.",0.467899479
Teach safety! Include trafficking prevention in school curricula.,Wafundishe usalama!,0.425767314,Puonjgi rito ngimagi!,0.63525513
Support refugees! Provide learning materials for refugee students.,Wasaidie wakimbizi! Wafundishe wanafunzi wakimbizi.,0.542204518,Konyuru joma oringo thuchegi!,0.651304135
Enroll now! Join nomadic schools for pastoralist children.,Jiandikishe sasa! Jiunge na shule za wasafiri wa wanyama.,0.543684925,Dhi e skunde mag rito le.,0.369540969
Make schools accessible! Install ramps for disabled students.,Weka rampa kwa wanafunzi wenye ulemavu.,0.540285625,Ket ranyisi mar joma nigi midekre.,0.391265184
Audit schools! Ensure compliance with fire safety standards.,Hakikisha kufuata viwango vya usalama wa moto.,0.537226217,Tem ahinya mondo iluw chike ma tayo tijni.,0.358791013
Provide access! Supply braille digital tools for students.,Wape wanafunzi vifaa vya digital vya Braille.,0.477017814,Chiw ne jopuonjre buge mag Braille.,0.428262954
Train teachers! Address gender-based violence in schools.,Wazoeze walimu! Suluhisha jeuri ya kijinsia shuleni.,0.586242633,Tieg jopuonj! Tim kinda mondo iked gi timbe gero e skul.,0.488684868
Feed students! Provide meals in drought-affected schools.,"Wape wanafunzi chakula, na waandae chakula katika shule zilizoathiriwa na ukame.",0.544859317,"Chiw chiemo ne jopuonjre, kendo ikgi ne chiemo e skunde ma ne oyudo kech omako.",0.434999816
Plan ahead! Develop landslide evacuation plans for schools.,"Panga mapema, tengeneza mipango ya kuondoa maporomoko ya ardhi kwa ajili ya shule.",0.519873528,"Tim chenro chon, kendo ikri mar tieko chulni mag piny.",0.300027455
"Be accountable! Schools, manage funds transparently.","Shuleni, tumia fedha kwa uwazi.",0.497494544,"Sama in e skul, ti gi pesa e yo makare.",0.625403321
Rebuild safely! Restore classrooms after floods.,Jenga upya madarasa baada ya mafuriko.,0.675980483,Gero klas manyien bang' ataro.,0.536445469
Teach hygiene! Educate students on cholera prevention.,Wafundishe watoto kuhusu kuzuia ugonjwa wa kipindupindu.,0.542197022,Puonj nyithindi kaka ginyalo geng'o tuwo mar kolera.,0.617530893
